node_id,tipo_nodo,etiqueta,categoria_principal,confianza_categoria,categorias,polaridad,polaridad_score,coincidencias_positivas,coincidencias_negativas,peso_coincidente
sinfiltrostv,palabra,sinfiltrostv,,0.0,,neutral,0.0,0.0,0.0,0.0
feminista,palabra,feminista,,0.0,,neutral,0.0,0.0,0.0,0.0
hoje,palabra,hoje,,0.0,,neutral,0.0,0.0,0.0,0.0
sei,palabra,sei,,0.0,,neutral,0.0,0.0,0.0,0.0
empleada,palabra,empleada,,0.0,,neutral,0.0,0.0,0.0,0.0
claus,palabra,claus,,0.0,,neutral,0.0,0.0,0.0,0.0
destrozar,palabra,destrozar,,0.0,,negativa,-1.0,0.0,1.0,1.0
publicacion,palabra,publicacion,,0.0,,neutral,0.0,0.0,0.0,0.0
emocionar,palabra,emocionar,,0.0,,positiva,1.0,1.0,0.0,1.0
normalizar,palabra,normalizar,,0.0,,neutral,0.0,0.0,0.0,0.0
toxico,palabra,toxico,,0.0,,negativa,-1.0,0.0,1.0,1.0
sombra,palabra,sombra,,0.0,,neutral,0.0,0.0,0.0,0.0
pregonar,palabra,pregonar,,0.0,,neutral,0.0,0.0,0.0,0.0
juan,palabra,juan,,0.0,,neutral,0.0,0.0,0.0,0.0
pablo,palabra,pablo,,0.0,,neutral,0.0,0.0,0.0,0.0
corrupto,palabra,corrupto,Corrupcion,1.0,Corrupcion,negativa,-1.0,0.0,1.0,1.0
cosa,palabra,cosa,,0.0,,neutral,0.0,0.0,0.0,0.0
jajaja,palabra,jajaja,,0.0,,negativa,-1.0,0.0,1.0,1.0
delincuente,palabra,delincuente,Delitos,0.9698,Delitos,negativa,-1.0,0.0,1.0,1.0
bola,palabra,bola,,0.0,,neutral,0.0,0.0,0.0,0.0
quitar,palabra,quitar,,0.0,,negativa,-1.0,0.0,1.0,1.0
ratero,palabra,ratero,Corrupcion,0.8718,Corrupcion | Delitos | Morena,neutral,0.0,0.0,0.0,1.0
miedo,palabra,miedo,,0.0,,negativa,-1.0,0.0,1.0,1.0
carcel,palabra,carcel,,0.0,,negativa,-1.0,0.0,1.0,1.0
cara,palabra,cara,,0.0,,neutral,0.0,0.0,0.0,0.0
risa,palabra,risa,,0.0,,neutral,0.0,0.0,0.0,0.0
ala,palabra,ala,,0.0,,neutral,0.0,0.0,0.0,0.0
che,palabra,che,,0.0,,neutral,0.0,0.0,0.0,0.0
tommavi,palabra,tommavi,,0.0,,neutral,0.0,0.0,0.0,0.0
loco,palabra,loco,,0.0,,negativa,-1.0,0.0,1.0,1.0
pendejo,palabra,pendejo,,0.0,,negativa,-1.0,0.0,1.0,1.0
tirar,palabra,tirar,Basura,0.7711,Basura,negativa,-1.0,0.0,1.0,1.0
falta,palabra,falta,,0.0,,negativa,-1.0,0.0,1.0,1.0
prianista,palabra,prianista,,0.0,,neutral,0.0,0.0,0.0,0.0
moren,palabra,moren,Morena,0.9712,Morena,neutral,0.0,0.0,0.0,1.0
per,palabra,per,,0.0,,neutral,0.0,0.0,0.0,0.0
ignorante,palabra,ignorante,,0.0,,negativa,-1.0,0.0,1.0,1.0
estupido,palabra,estupido,,0.0,,negativa,-1.0,0.0,1.0,1.0
imagen,palabra,imagen,,0.0,,neutral,0.0,0.0,0.0,0.0
limpiar,palabra,limpiar,Basura,0.8007,Basura,positiva,1.0,1.0,0.0,1.0
huevo,palabra,huevo,,0.0,,negativa,-1.0,0.0,1.0,1.0
mentiroso,palabra,mentiroso,Corrupcion,0.788,Corrupcion,negativa,-1.0,0.0,1.0,1.0
comun,palabra,comun,,0.0,,neutral,0.0,0.0,0.0,0.0
ajeno,palabra,ajeno,,0.0,,neutral,0.0,0.0,0.0,0.0
camara,palabra,camara,Prevencion,0.8091,Prevencion,neutral,0.0,0.0,0.0,1.0
quot,palabra,quot,,0.0,,neutral,0.0,0.0,0.0,0.0
palacio,palabra,palacio,,0.0,,neutral,0.0,0.0,0.0,0.0
bajar,palabra,bajar,,0.0,,negativa,-1.0,0.0,1.0,1.0
duro,palabra,duro,,0.0,,neutral,0.0,0.0,0.0,0.0
castigo,palabra,castigo,Corrupcion,0.7765,Corrupcion,negativa,-1.0,0.0,1.0,1.0
asco,palabra,asco,,0.0,,negativa,-1.0,0.0,1.0,1.0
carro,palabra,carro,,0.0,,neutral,0.0,0.0,0.0,0.0
armadas,palabra,armadas,,0.0,,neutral,0.0,0.0,0.0,0.0
cinico,palabra,cinico,Corrupcion,0.7185,Corrupcion,negativa,-1.0,0.0,1.0,1.0
notar,palabra,notar,,0.0,,neutral,0.0,0.0,0.0,0.0
ocupar,palabra,ocupar,,0.0,,neutral,0.0,0.0,0.0,0.0
hipocrita,palabra,hipocrita,,0.0,,negativa,-1.0,0.0,1.0,1.0
atacar,palabra,atacar,,0.0,,negativa,-1.0,0.0,1.0,1.0
inocente,palabra,inocente,,0.0,,positiva,1.0,1.0,0.0,1.0
gastar,palabra,gastar,,0.0,,negativa,-1.0,0.0,1.0,1.0
miserable,palabra,miserable,,0.0,,negativa,-1.0,0.0,1.0,1.0
normal,palabra,normal,,0.0,,neutral,0.0,0.0,0.0,0.0
manejar,palabra,manejar,,0.0,,neutral,0.0,0.0,0.0,0.0
destruir,palabra,destruir,,0.0,,negativa,-1.0,0.0,1.0,1.0
bote,palabra,bote,,0.0,,neutral,0.0,0.0,0.0,0.0
cometer,palabra,cometer,,0.0,,neutral,0.0,0.0,0.0,0.0
aguantar,palabra,aguantar,,0.0,,neutral,0.0,0.0,0.0,0.0
ridiculo,palabra,ridiculo,,0.0,,negativa,-1.0,0.0,1.0,1.0
cuando,palabra,cuando,,0.0,,neutral,0.0,0.0,0.0,0.0
cerro,palabra,cerro,,0.0,,neutral,0.0,0.0,0.0,0.0
secta,palabra,secta,,0.0,,neutral,0.0,0.0,0.0,0.0
carga,palabra,carga,,0.0,,negativa,-1.0,0.0,1.0,1.0
carne,palabra,carne,,0.0,,neutral,0.0,0.0,0.0,0.0
microfono,palabra,microfono,,0.0,,neutral,0.0,0.0,0.0,0.0
capaz,palabra,capaz,,0.0,,positiva,1.0,1.0,0.0,1.0
morenarco,palabra,morenarco,Morena,0.691,Morena,neutral,0.0,0.0,0.0,1.0
cerebro,palabra,cerebro,,0.0,,neutral,0.0,0.0,0.0,0.0
imbecil,palabra,imbecil,,0.0,,negativa,-1.0,0.0,1.0,1.0
traicion,palabra,traicion,,0.0,,negativa,-1.0,0.0,1.0,1.0
cuello,palabra,cuello,,0.0,,neutral,0.0,0.0,0.0,0.0
licencia,palabra,licencia,,0.0,,neutral,0.0,0.0,0.0,0.0
jajajajajajaja,palabra,jajajajajajaja,,0.0,,negativa,-1.0,0.0,1.0,1.0
mero,palabra,mero,,0.0,,neutral,0.0,0.0,0.0,0.0
coludido,palabra,coludido,Corrupcion,0.7185,Corrupcion,neutral,0.0,0.0,0.0,1.0
imposible,palabra,imposible,,0.0,,negativa,-1.0,0.0,1.0,1.0
publicar,palabra,publicar,,0.0,,neutral,0.0,0.0,0.0,0.0
fiel,palabra,fiel,,0.0,,positiva,1.0,1.0,0.0,1.0
chisme,palabra,chisme,,0.0,,neutral,0.0,0.0,0.0,0.0
lastimar,palabra,lastimar,,0.0,,negativa,-1.0,0.0,1.0,1.0
esconder,palabra,esconder,,0.0,,negativa,-1.0,0.0,1.0,1.0
iglesia,palabra,iglesia,,0.0,,neutral,0.0,0.0,0.0,0.0
despedir,palabra,despedir,,0.0,,negativa,-1.0,0.0,1.0,1.0
parecido,palabra,parecido,,0.0,,neutral,0.0,0.0,0.0,0.0
sal,palabra,sal,,0.0,,neutral,0.0,0.0,0.0,0.0
cita,palabra,cita,,0.0,,neutral,0.0,0.0,0.0,0.0
arder,palabra,arder,,0.0,,neutral,0.0,0.0,0.0,0.0
cortar,palabra,cortar,,0.0,,negativa,-1.0,0.0,1.0,1.0
oscuro,palabra,oscuro,Alumbrado,0.7151,Alumbrado,negativa,-1.0,0.0,1.0,1.0
abusar,palabra,abusar,Prevencion,0.5305,Prevencion,negativa,-1.0,0.0,1.0,1.0
senado,palabra,senado,,0.0,,neutral,0.0,0.0,0.0,0.0
literalmente,palabra,literalmente,,0.0,,neutral,0.0,0.0,0.0,0.0
sinverguenza,palabra,sinverguenza,,0.0,,neutral,0.0,0.0,0.0,0.0
fallido,palabra,fallido,,0.0,,neutral,0.0,0.0,0.0,0.0
cerveza,palabra,cerveza,,0.0,,neutral,0.0,0.0,0.0,0.0
policias,palabra,policias,Prevencion,0.8979,Prevencion,neutral,0.0,0.0,0.0,1.0
espalda,palabra,espalda,,0.0,,neutral,0.0,0.0,0.0,0.0
ban,palabra,ban,,0.0,,neutral,0.0,0.0,0.0,0.0
paga,palabra,paga,,0.0,,neutral,0.0,0.0,0.0,0.0
broma,palabra,broma,,0.0,,neutral,0.0,0.0,0.0,0.0
patada,palabra,patada,,0.0,,neutral,0.0,0.0,0.0,0.0
venganza,palabra,venganza,,0.0,,negativa,-1.0,0.0,1.0,1.0
chapo,palabra,chapo,,0.0,,neutral,0.0,0.0,0.0,0.0
tele,palabra,tele,,0.0,,neutral,0.0,0.0,0.0,0.0
har,palabra,har,,0.0,,neutral,0.0,0.0,0.0,0.0
pir,palabra,pir,,0.0,,neutral,0.0,0.0,0.0,0.0
trasero,palabra,trasero,,0.0,,negativa,-1.0,0.0,1.0,1.0
martin,palabra,martin,,0.0,,neutral,0.0,0.0,0.0,0.0
reaccion,palabra,reaccion,Prevencion,0.6807,Prevencion,neutral,0.0,0.0,0.0,1.0
autobus,palabra,autobus,,0.0,,neutral,0.0,0.0,0.0,0.0
caos,palabra,caos,,0.0,,negativa,-1.0,0.0,1.0,1.0
lavar,palabra,lavar,Corrupcion,0.659,Corrupcion,neutral,0.0,0.0,0.0,1.0
payaso,palabra,payaso,,0.0,,negativa,-1.0,0.0,1.0,1.0
evidente,palabra,evidente,,0.0,,negativa,-1.0,0.0,1.0,1.0
piedad,palabra,piedad,,0.0,,positiva,1.0,1.0,0.0,1.0
desestabilizar,palabra,desestabilizar,,0.0,,neutral,0.0,0.0,0.0,0.0
autentico,palabra,autentico,,0.0,,positiva,1.0,1.0,0.0,1.0
caseta,palabra,caseta,,0.0,,neutral,0.0,0.0,0.0,0.0
horror,palabra,horror,,0.0,,negativa,-1.0,0.0,1.0,1.0
chavista,palabra,chavista,,0.0,,negativa,-1.0,0.0,1.0,1.0
entiendan,palabra,entiendan,,0.0,,neutral,0.0,0.0,0.0,0.0
pedazo,palabra,pedazo,,0.0,,neutral,0.0,0.0,0.0,0.0
impedir,palabra,impedir,,0.0,,negativa,-1.0,0.0,1.0,1.0
perfectamente,palabra,perfectamente,,0.0,,positiva,1.0,1.0,0.0,1.0
asesinado,palabra,asesinado,,0.0,,neutral,0.0,0.0,0.0,0.0
likes,palabra,likes,,0.0,,neutral,0.0,0.0,0.0,0.0
flor,palabra,flor,,0.0,,positiva,1.0,1.0,0.0,1.0
pluma,palabra,pluma,,0.0,,neutral,0.0,0.0,0.0,0.0
pesadilla,palabra,pesadilla,,0.0,,negativa,-1.0,0.0,1.0,1.0
chiapas,palabra,chiapas,,0.0,,neutral,0.0,0.0,0.0,0.0
boric,palabra,boric,,0.0,,neutral,0.0,0.0,0.0,0.0
nacido,palabra,nacido,,0.0,,neutral,0.0,0.0,0.0,0.0
intimo,palabra,intimo,,0.0,,positiva,1.0,1.0,0.0,1.0
descaro,palabra,descaro,,0.0,,neutral,0.0,0.0,0.0,0.0
tecamac,palabra,tecamac,,0.0,,neutral,0.0,0.0,0.0,0.0
habia,palabra,habia,,0.0,,neutral,0.0,0.0,0.0,0.0
reclamar,palabra,reclamar,,0.0,,positiva,1.0,1.0,0.0,1.0
sagrado,palabra,sagrado,,0.0,,positiva,1.0,1.0,0.0,1.0
caridad,palabra,caridad,,0.0,,neutral,0.0,0.0,0.0,0.0
misa,palabra,misa,,0.0,,neutral,0.0,0.0,0.0,0.0
franco,palabra,franco,,0.0,,positiva,1.0,1.0,0.0,1.0
apoir,palabra,apoir,,0.0,,neutral,0.0,0.0,0.0,0.0
camisa,palabra,camisa,,0.0,,neutral,0.0,0.0,0.0,0.0
barbaridad,palabra,barbaridad,,0.0,,negativa,-1.0,0.0,1.0,1.0
ten,palabra,ten,,0.0,,neutral,0.0,0.0,0.0,0.0
existencia,palabra,existencia,,0.0,,neutral,0.0,0.0,0.0,0.0
amarillo,palabra,amarillo,,0.0,,neutral,0.0,0.0,0.0,0.0
calzada,palabra,calzada,,0.0,,neutral,0.0,0.0,0.0,0.0
intervenir,palabra,intervenir,,0.0,,neutral,0.0,0.0,0.0,0.0
emocional,palabra,emocional,,0.0,,neutral,0.0,0.0,0.0,0.0
sofia,palabra,sofia,,0.0,,neutral,0.0,0.0,0.0,0.0
mauricio,palabra,mauricio,,0.0,,neutral,0.0,0.0,0.0,0.0
influencia,palabra,influencia,,0.0,,positiva,1.0,1.0,0.0,1.0
multar,palabra,multar,,0.0,,neutral,0.0,0.0,0.0,0.0
grandeza,palabra,grandeza,,0.0,,positiva,1.0,1.0,0.0,1.0
claudia,palabra,claudia,Morena,1.0,Morena,neutral,0.0,0.0,0.0,1.0
sheinbaum,palabra,sheinbaum,Morena,0.9164,Morena,neutral,0.0,0.0,0.0,1.0
mexicano,palabra,mexicano,,0.0,,neutral,0.0,0.0,0.0,0.0
narco,palabra,narco,Delitos,0.9905,Delitos,neutral,0.0,0.0,0.0,1.0
morena,palabra,morena,Morena,0.9712,Morena,neutral,0.0,0.0,0.0,1.0
presidente,palabra,presidente,,0.0,,neutral,0.0,0.0,0.0,0.0
ejercito,palabra,ejercito,,0.0,,neutral,0.0,0.0,0.0,0.0
lopez,palabra,lopez,,0.0,,neutral,0.0,0.0,0.0,0.0
obrador,palabra,obrador,Morena,0.8455,Morena,neutral,0.0,0.0,0.0,1.0
pri,palabra,pri,,0.0,,neutral,0.0,0.0,0.0,0.0
trump,palabra,trump,,0.0,,neutral,0.0,0.0,0.0,0.0
unidos,palabra,unidos,,0.0,,neutral,0.0,0.0,0.0,0.0
donald,palabra,donald,,0.0,,neutral,0.0,0.0,0.0,0.0
gringo,palabra,gringo,,0.0,,neutral,0.0,0.0,0.0,0.0
crimen,palabra,crimen,,0.0,,negativa,-1.0,0.0,1.0,1.0
andres,palabra,andres,,0.0,,neutral,0.0,0.0,0.0,0.0
dra,palabra,dra,,0.0,,neutral,0.0,0.0,0.0,0.0
transformacion,palabra,transformacion,Obras,0.8757,Obras | Morena,neutral,0.0,0.0,0.0,1.0
playa,palabra,playa,,0.0,,neutral,0.0,0.0,0.0,0.0
fiscal,palabra,fiscal,Delitos,0.9013,Delitos,neutral,0.0,0.0,0.0,1.0
president,palabra,president,,0.0,,neutral,0.0,0.0,0.0,0.0
amenazar,palabra,amenazar,,0.0,,negativa,-1.0,0.0,1.0,1.0
prueba,palabra,prueba,,0.0,,positiva,1.0,1.0,0.0,1.0
mananera,palabra,mananera,,0.0,,neutral,0.0,0.0,0.0,0.0
frontera,palabra,frontera,,0.0,,neutral,0.0,0.0,0.0,0.0
actual,palabra,actual,,0.0,,neutral,0.0,0.0,0.0,0.0
miramar,palabra,miramar,,0.0,,neutral,0.0,0.0,0.0,0.0
narcotrafico,palabra,narcotrafico,Delitos,0.7789,Delitos,neutral,0.0,0.0,0.0,1.0
sexenio,palabra,sexenio,,0.0,,neutral,0.0,0.0,0.0,0.0
andy,palabra,andy,,0.0,,neutral,0.0,0.0,0.0,0.0
daniel,palabra,daniel,,0.0,,neutral,0.0,0.0,0.0,0.0
mandato,palabra,mandato,,0.0,,neutral,0.0,0.0,0.0,0.0
york,palabra,york,,0.0,,neutral,0.0,0.0,0.0,0.0
norona,palabra,norona,,0.0,,neutral,0.0,0.0,0.0,0.0
puerto,palabra,puerto,,0.0,,negativa,-1.0,0.0,1.0,1.0
pertenecer,palabra,pertenecer,,0.0,,neutral,0.0,0.0,0.0,0.0
kks,palabra,kks,Morena,0.6969,Morena,neutral,0.0,0.0,0.0,1.0
declarar,palabra,declarar,Corrupcion,0.6145,Corrupcion,neutral,0.0,0.0,0.0,1.0
tormenta,palabra,tormenta,,0.0,,neutral,0.0,0.0,0.0,0.0
tropical,palabra,tropical,,0.0,,neutral,0.0,0.0,0.0,0.0
cubano,palabra,cubano,,0.0,,neutral,0.0,0.0,0.0,0.0
prianistas,palabra,prianistas,,0.0,,neutral,0.0,0.0,0.0,0.0
soberano,palabra,soberano,Morena,0.684,Morena,neutral,0.0,0.0,0.0,1.0
combatir,palabra,combatir,,0.0,,neutral,0.0,0.0,0.0,0.0
migrant,palabra,migrant,,0.0,,neutral,0.0,0.0,0.0,0.0
soltar,palabra,soltar,,0.0,,negativa,-1.0,0.0,1.0,1.0
gobernante,palabra,gobernante,,0.0,,neutral,0.0,0.0,0.0,0.0
get,palabra,get,,0.0,,neutral,0.0,0.0,0.0,0.0
know,palabra,know,,0.0,,neutral,0.0,0.0,0.0,0.0
dama,palabra,dama,,0.0,,negativa,-1.0,0.0,1.0,1.0
hierro,palabra,hierro,,0.0,,neutral,0.0,0.0,0.0,0.0
ilegal,palabra,ilegal,,0.0,,negativa,-1.0,0.0,1.0,1.0
eliminar,palabra,eliminar,,0.0,,negativa,-1.0,0.0,1.0,1.0
humanidad,palabra,humanidad,,0.0,,neutral,0.0,0.0,0.0,0.0
fuero,palabra,fuero,,0.0,,neutral,0.0,0.0,0.0,0.0
tipico,palabra,tipico,,0.0,,neutral,0.0,0.0,0.0,0.0
irma,palabra,irma,,0.0,,neutral,0.0,0.0,0.0,0.0
like,palabra,like,,0.0,,positiva,1.0,1.0,0.0,1.0
mamada,palabra,mamada,,0.0,,negativa,-1.0,0.0,1.0,1.0
termino,palabra,termino,,0.0,,neutral,0.0,0.0,0.0,0.0
manda,palabra,manda,,0.0,,neutral,0.0,0.0,0.0,0.0
dron,palabra,dron,Delitos,0.7718,Delitos,negativa,-1.0,0.0,1.0,1.0
day,palabra,day,,0.0,,neutral,0.0,0.0,0.0,0.0
live,palabra,live,,0.0,,neutral,0.0,0.0,0.0,0.0
tortilla,palabra,tortilla,,0.0,,negativa,-1.0,0.0,1.0,1.0
presunto,palabra,presunto,,0.0,,neutral,0.0,0.0,0.0,0.0
borrega,palabra,borrega,,0.0,,neutral,0.0,0.0,0.0,0.0
ayotzinapa,palabra,ayotzinapa,,0.0,,neutral,0.0,0.0,0.0,0.0
sindicato,palabra,sindicato,,0.0,,neutral,0.0,0.0,0.0,0.0
thank,palabra,thank,,0.0,,neutral,0.0,0.0,0.0,0.0
presionar,palabra,presionar,,0.0,,neutral,0.0,0.0,0.0,0.0
new,palabra,new,,0.0,,neutral,0.0,0.0,0.0,0.0
victor,palabra,victor,,0.0,,neutral,0.0,0.0,0.0,0.0
happy,palabra,happy,,0.0,,positiva,1.0,1.0,0.0,1.0
going,palabra,going,,0.0,,neutral,0.0,0.0,0.0,0.0
erario,palabra,erario,,0.0,,neutral,0.0,0.0,0.0,0.0
photo,palabra,photo,,0.0,,neutral,0.0,0.0,0.0,0.0
youtube,palabra,youtube,,0.0,,neutral,0.0,0.0,0.0,0.0
cabecilla,palabra,cabecilla,,0.0,,neutral,0.0,0.0,0.0,0.0
imperio,palabra,imperio,,0.0,,neutral,0.0,0.0,0.0,0.0
marchar,palabra,marchar,,0.0,,positiva,1.0,1.0,0.0,1.0
tardar,palabra,tardar,,0.0,,negativa,-1.0,0.0,1.0,1.0
gabriel,palabra,gabriel,,0.0,,neutral,0.0,0.0,0.0,0.0
nexo,palabra,nexo,,0.0,,neutral,0.0,0.0,0.0,0.0
balazo,palabra,balazo,Delitos,0.7908,Delitos,neutral,0.0,0.0,0.0,1.0
see,palabra,see,,0.0,,neutral,0.0,0.0,0.0,0.0
please,palabra,please,,0.0,,neutral,0.0,0.0,0.0,0.0
oreja,palabra,oreja,,0.0,,neutral,0.0,0.0,0.0,0.0
martha,palabra,martha,,0.0,,neutral,0.0,0.0,0.0,0.0
criminales,palabra,criminales,,0.0,,neutral,0.0,0.0,0.0,0.0
never,palabra,never,,0.0,,neutral,0.0,0.0,0.0,0.0
every,palabra,every,,0.0,,neutral,0.0,0.0,0.0,0.0
ebrard,palabra,ebrard,,0.0,,neutral,0.0,0.0,0.0,0.0
vuelo,palabra,vuelo,,0.0,,neutral,0.0,0.0,0.0,0.0
much,palabra,much,,0.0,,neutral,0.0,0.0,0.0,0.0
mananero,palabra,mananero,,0.0,,neutral,0.0,0.0,0.0,0.0
chingada,palabra,chingada,,0.0,,negativa,-1.0,0.0,1.0,1.0
military,palabra,military,,0.0,,neutral,0.0,0.0,0.0,0.0
war,palabra,war,,0.0,,neutral,0.0,0.0,0.0,0.0
represion,palabra,represion,,0.0,,negativa,-1.0,0.0,1.0,1.0
tlatelolco,palabra,tlatelolco,,0.0,,neutral,0.0,0.0,0.0,0.0
together,palabra,together,,0.0,,neutral,0.0,0.0,0.0,0.0
genio,palabra,genio,,0.0,,positiva,1.0,1.0,0.0,1.0
amp,palabra,amp,,0.0,,neutral,0.0,0.0,0.0,0.0
even,palabra,even,,0.0,,neutral,0.0,0.0,0.0,0.0
alcaldia,palabra,alcaldia,,0.0,,neutral,0.0,0.0,0.0,0.0
things,palabra,things,,0.0,,neutral,0.0,0.0,0.0,0.0
light,palabra,light,,0.0,,neutral,0.0,0.0,0.0,0.0
really,palabra,really,,0.0,,neutral,0.0,0.0,0.0,0.0
olvidado,palabra,olvidado,,0.0,,neutral,0.0,0.0,0.0,0.0
need,palabra,need,,0.0,,neutral,0.0,0.0,0.0,0.0
money,palabra,money,,0.0,,neutral,0.0,0.0,0.0,0.0
times,palabra,times,,0.0,,neutral,0.0,0.0,0.0,0.0
barbaro,palabra,barbaro,,0.0,,negativa,-1.0,0.0,1.0,1.0
pastor,palabra,pastor,,0.0,,neutral,0.0,0.0,0.0,0.0
history,palabra,history,,0.0,,neutral,0.0,0.0,0.0,0.0
actually,palabra,actually,,0.0,,neutral,0.0,0.0,0.0,0.0
first,palabra,first,,0.0,,neutral,0.0,0.0,0.0,0.0
next,palabra,next,,0.0,,neutral,0.0,0.0,0.0,0.0
got,palabra,got,,0.0,,neutral,0.0,0.0,0.0,0.0
lol,palabra,lol,,0.0,,neutral,0.0,0.0,0.0,0.0
white,palabra,white,,0.0,,neutral,0.0,0.0,0.0,0.0
home,palabra,home,,0.0,,neutral,0.0,0.0,0.0,0.0
want,palabra,want,,0.0,,neutral,0.0,0.0,0.0,0.0
posicion,palabra,posicion,,0.0,,neutral,0.0,0.0,0.0,0.0
always,palabra,always,,0.0,,neutral,0.0,0.0,0.0,0.0
back,palabra,back,,0.0,,neutral,0.0,0.0,0.0,0.0
actualizar,palabra,actualizar,,0.0,,neutral,0.0,0.0,0.0,0.0
atte,palabra,atte,,0.0,,neutral,0.0,0.0,0.0,0.0
decreto,palabra,decreto,,0.0,,neutral,0.0,0.0,0.0,0.0
nothing,palabra,nothing,,0.0,,neutral,0.0,0.0,0.0,0.0
mediocres,palabra,mediocres,,0.0,,neutral,0.0,0.0,0.0,0.0
autoritarismo,palabra,autoritarismo,,0.0,,neutral,0.0,0.0,0.0,0.0
sii,palabra,sii,,0.0,,neutral,0.0,0.0,0.0,0.0
helped,palabra,helped,,0.0,,neutral,0.0,0.0,0.0,0.0
two,palabra,two,,0.0,,neutral,0.0,0.0,0.0,0.0
mexican,palabra,mexican,,0.0,,neutral,0.0,0.0,0.0,0.0
ago,palabra,ago,,0.0,,neutral,0.0,0.0,0.0,0.0
herida,palabra,herida,,0.0,,negativa,-1.0,0.0,1.0,1.0
psicologia,palabra,psicologia,,0.0,,neutral,0.0,0.0,0.0,0.0
coming,palabra,coming,,0.0,,neutral,0.0,0.0,0.0,0.0
recaudacion,palabra,recaudacion,,0.0,,neutral,0.0,0.0,0.0,0.0
cocaina,palabra,cocaina,,0.0,,neutral,0.0,0.0,0.0,0.0
give,palabra,give,,0.0,,neutral,0.0,0.0,0.0,0.0
completar,palabra,completar,,0.0,,positiva,1.0,1.0,0.0,1.0
porra,palabra,porra,,0.0,,neutral,0.0,0.0,0.0,0.0
said,palabra,said,,0.0,,neutral,0.0,0.0,0.0,0.0
major,palabra,major,,0.0,,neutral,0.0,0.0,0.0,0.0
bronce,palabra,bronce,,0.0,,neutral,0.0,0.0,0.0,0.0
creer,palabra,creer,,0.0,,positiva,1.0,1.0,0.0,1.0
pasar,palabra,pasar,,0.0,,positiva,1.0,1.0,0.0,1.0
hablar,palabra,hablar,,0.0,,neutral,0.0,0.0,0.0,0.0
mal,palabra,mal,,0.0,,negativa,-1.0,0.0,1.0,1.0
puro,palabra,puro,,0.0,,positiva,1.0,1.0,0.0,1.0
peor,palabra,peor,,0.0,,negativa,-1.0,0.0,1.0,1.0
andar,palabra,andar,,0.0,,neutral,0.0,0.0,0.0,0.0
parecer,palabra,parecer,,0.0,,negativa,-1.0,0.0,1.0,1.0
caso,palabra,caso,,0.0,,neutral,0.0,0.0,0.0,0.0
alguien,palabra,alguien,,0.0,,neutral,0.0,0.0,0.0,0.0
buscar,palabra,buscar,Prevencion,0.8136,Prevencion,neutral,0.0,0.0,0.0,1.0
claro,palabra,claro,,0.0,,positiva,1.0,1.0,0.0,1.0
problema,palabra,problema,,0.0,,negativa,-1.0,0.0,1.0,1.0
malo,palabra,malo,,0.0,,negativa,-1.0,0.0,1.0,1.0
terminar,palabra,terminar,Obras,0.8319,Obras,neutral,0.0,0.0,0.0,1.0
unico,palabra,unico,,0.0,,neutral,0.0,0.0,0.0,0.0
importar,palabra,importar,,0.0,,neutral,0.0,0.0,0.0,0.0
pan,palabra,pan,,0.0,,negativa,-1.0,0.0,1.0,1.0
meter,palabra,meter,,0.0,,neutral,0.0,0.0,0.0,0.0
pregunta,palabra,pregunta,,0.0,,neutral,0.0,0.0,0.0,0.0
viejo,palabra,viejo,,0.0,,neutral,0.0,0.0,0.0,0.0
traer,palabra,traer,,0.0,,neutral,0.0,0.0,0.0,0.0
facil,palabra,facil,,0.0,,positiva,1.0,1.0,0.0,1.0
pedo,palabra,pedo,,0.0,,negativa,-1.0,0.0,1.0,1.0
calderon,palabra,calderon,,0.0,,neutral,0.0,0.0,0.0,0.0
felipe,palabra,felipe,,0.0,,neutral,0.0,0.0,0.0,0.0
correr,palabra,correr,,0.0,,neutral,0.0,0.0,0.0,0.0
deberiar,palabra,deberiar,,0.0,,neutral,0.0,0.0,0.0,0.0
agarrar,palabra,agarrar,,0.0,,neutral,0.0,0.0,0.0,0.0
desaparecer,palabra,desaparecer,Delitos,0.7438,Delitos,neutral,0.0,0.0,0.0,1.0
serio,palabra,serio,,0.0,,neutral,0.0,0.0,0.0,0.0
explicar,palabra,explicar,,0.0,,neutral,0.0,0.0,0.0,0.0
actuar,palabra,actuar,,0.0,,neutral,0.0,0.0,0.0,0.0
circo,palabra,circo,,0.0,,neutral,0.0,0.0,0.0,0.0
afectar,palabra,afectar,,0.0,,neutral,0.0,0.0,0.0,0.0
maldito,palabra,maldito,,0.0,,negativa,-1.0,0.0,1.0,1.0
siquiera,palabra,siquiera,,0.0,,neutral,0.0,0.0,0.0,0.0
suceder,palabra,suceder,,0.0,,positiva,1.0,1.0,0.0,1.0
gordo,palabra,gordo,,0.0,,negativa,-1.0,0.0,1.0,1.0
repetir,palabra,repetir,,0.0,,neutral,0.0,0.0,0.0,0.0
pinche,palabra,pinche,,0.0,,negativa,-1.0,0.0,1.0,1.0
horrible,palabra,horrible,,0.0,,negativa,-1.0,0.0,1.0,1.0
cuanto,palabra,cuanto,,0.0,,neutral,0.0,0.0,0.0,0.0
wey,palabra,wey,,0.0,,neutral,0.0,0.0,0.0,0.0
idea,palabra,idea,,0.0,,neutral,0.0,0.0,0.0,0.0
raro,palabra,raro,,0.0,,negativa,-1.0,0.0,1.0,1.0
